id,text,polarization
en_95fea85652c0b62f6971f3db3ed6a58b,afp ukraine demands immediate ceasefire russian troop withdrawal,0
en_09548c998e8cf5dcdd7b58910fae9bae,because its the epitome of plastic populism bollocks,1
en_7813c7d492829a2a1ae3275415fa2651,i hope when things really get bad congress will consider an impeachment,0
en_f93c4774efc9ee3ad4e08a28e15a5fad,americans must take to the streets in support of all military aid to the ukrainians,1
en_e0492c939ad09cb2b29b1f2aa279230b,king coal highway opening date announced by justice department,0
en_f2571b5b58cb66d8854795fdda9ba00e,putin says no problems with pashinyan but blames,0
en_f2ef794b3d760ee3a42e90f848d0b273,when the rich claim business bail outs its a positive thing called capitalism when the poor claim benefits its a negative thing called socialism,1
en_d8dd0e0713c904bdd66680b7bc8063a7,it was rigged i have no doubt republican always cheat there was so much suppression of black and brown votes it happens every time but this was so much worse why was skylink hooked up to our swing states why did i see where those same hook ups crashed after the election,1
en_88267dd47bed66e24ee9395a2373becf,i will never understand why people see this as anything but an insurrection lead by trump we all saw it on tv live as it happened,1
en_a260edb5e48483619337ad98f1eed221,the only sober person around this debate of illegal immigration is,1
en_122a3c9c94d5177f486ce842c60db90e,white suburban dads trying to explain immigration to me feels like a fever dream,1
en_b45b9097b73aa97277b760bf9b0129b1,probably xenophobia was the bestsuited word,0
en_b4eb13774a0add5084cc77848f880d6f,social medias dangerous role in the israelhamas conflictthe tufts,0
en_bc5da396e39f9c956ea6ae4e260e001c,estonia summit secures billion in military aid to ukraine in addition they discussed the practical provision of assistance including the supply of weapons and ensuring further and stronger cooperation mil in uaennewsesto,0
en_d9430be81269a61798ce767115319dfd,people who call themselves capitalists but oppose open borders are liars,1
en_2f3233fc61f9cc2d59ff89efbe12a23e,we now live under a fascist government,1
en_a5ec7203068b3af440ec461b4aa9bfdd,president joe biden to honor warriors as nba,0
en_d5d91ff3f1853289962b05bc5ae881b5,i dont believe it with the invasion happening anyone sending military aid to ukraine becomes a belligerent,0
en_b5ed07ca39d7b7a248c3f2d1ee762b7e,faculty reacts to former president donald trumps federal,0
en_e6bea1233434e97934535b5e020f2bfa,savagery of hamas terrorist attacks shook me,1
en_1554665fbcb01fc9ae37dbbb2102a60c,i think this is fake news nobody can possibly get to an empty inbox in just five hours,0
en_4f1f15b10d6501e00bfcf791b6711ff8,ks democrats seek change to search warrant law after kansas city star,0
en_e20c1416ad2e098c0e917d4af632fbac,when joe biden kamala harris and all the others was warning everyone to trust what he was saying no one believed them,1
en_8e48106a4530bc97c60d1726ec865d49,there are anti zionism jews what of them,0
en_ac5af5a1fed39262eb5c1ae91f531812,how does the electoral college contradict the concept of democracy,0
en_82695d5157c1ed8d89ae3ef3ae2b615a,middle east crisis live benjamin netanyahu travelling to cairo for talks on gaza ceasefire say reports,0
en_9cbbfca56ce9e5c4098956202b4b8ea6,how private immigration detention is harming new,0
en_fb136971d9590891bd4ed4acf62335e9,northwest wyomings deep state mole in nebraskapowell,0
en_1ba82d831ce106673aa82a49ad0321f6,the radical left suck save america president trump,1
en_5b93306d37e520597816c27303586be4,lee gop calls for creation of a state sovereign,0
en_393b1271c37b5f68ce43a7a44de16800,talks to reach a gaza ceasefire and hostage release deal between israel and hamas are complete but key issues remain that need to be bridged a senior palestinian official involved in the talks told the bbc worldrss bsky social,0
en_a832d19fbcd38e84c863487cdf3179ef,appalling decision by robert fico to visit putin europe must stand united against russian aggression not suck up to authoritarians,0
en_e08d27d9232fc82e7d8b537d3f7c1c01,have you changed your voter registration to republican yet,0
en_ad8bff0e836f4ddbe752106e78810604,iron dome got nothing on lazer,0
en_0c730b3379c11a2ea27926e2d6131045,i guess the constitution is no longer in effect except of course the holy second amendment,1
en_2c21cd40752015b1c7dce3b17d2b73c7,ukraine invasion covid ath cpi rates united blood sucks,0
en_d85b9e6617afcbefd514d287e783ac1c,gop rep ken buck plans to challenge his partys direction,0
en_7c96a15cad4a7c4e75fe6733c351b79f,the disgraceful lies of fox news,1
en_97bd4e4c72cb788878f751934e88b7b0,nyt is the enemy of the people,1
en_b85b4c488ca76ca890775ca08770cafe,russiaukraine war putin says ball in eus court over gas supply seven reported dead in donetsk market strike,0
en_c9805096e981e1d1d24dc1c503f34781,fdt he is a traitor,1
en_141353cdb4e7eab7f088e2dc92bd70c7,the uk is so anti immigration which is ironic cos there wouldnt be a uk without immigrants nohumanisillegal,1
en_aba4907aefb50156d97c9030cc160f43,muslim turkey follows the sharia erdogan is doing populism,0
en_ff9db4dae2caebc3335124b4b0923a68,absolutely hes a traitor to america,1
en_5a107c908131b2f87d8b2ab6ea553d7c,decline the apartheid state points,1
en_f06d48bd92aacb4b50d4727690daaffc,i hate the apartheid state of israel,1
en_31a6e9f6f0a47fd848d1c7af99f60385,gop defense bill bars pentagon from enacting bidens,0
en_01a6d616df9dc8ec4f63b15ac66511fb,fuck twitter fuck youtube fuck facebook commie liberal agenda,1
en_d75b42bec968a022c05e94b767aa94fd,what actually happened to kamala harris,0
en_e63f5954c464b89abe7453800385a316,please always refer to fox as fake news fox news,1
en_459f61af034cf16a720aa1217a7ec6c3,like in when the deep state overthrew our government its also what our usaidcia is doing in guatemala as we speak,1
en_b4ca1ff5cb93a820b381f7a18693b52b,tonight in georgia it seems voter suppression has won,1
en_aa54ad7260b33e8f35117ee4904f0133,ceasefire is not in putin vocabulary,0
en_361bac125095e7b685ea5bef799fb779,are we all essentially x refugees,0
en_69312541c942c6e45a7a3ef7c98fddf5,the israeli effort to influence the black lives matter,0
en_6815d71d128500b9c1fad80f07866288,can canada foster the blue states for four years with an option for adoption based on the next presidential election,1
en_95c6ea2b799c7308ad3c2e3a4aa383d6,florida gop drops loyalty oath giving big to trump,0
en_8ef3239e2a74c768f58f5337bbda58b7,donald trump is coming to erie saturday its mayor wants,0
en_dc6e70cb933a2f5c08cd5893801c0954,musk appears to be a big fan of nazis maybe his upbringing in an apartheid state has something to do with it someone should look into that,1
en_e78d6932695536bdfaa78b6a0e9e4055,democrats are so disgusting do better,1
en_3a00ba29908bb696233fb53c1df3db8f,we send military aid to ukraine too,0
en_a596e13abd8c6eb5a5cb41762bbfc94d,the attacker migrated officially to germany what is jd talking about open borders,0
en_a3dd84655bd7ae18afe35c69d2507fb9,lead paragraph nato has taken over coordination of western military aid to ukraine from the united states as planned in a move widely seen as aiming to safeguard the support mechanism against nato sceptic u s presidentelect donald trump,0
en_b96af2b71ffa625db28e29ce4982e0ab,valley demonstrators hold ceasefire rally to express,0
en_a19c1128e85dcec12ccd92b9f775fa91,tron is reminiscent of multiculturalism if you think about it recklessly,0
en_fe879fe0d9ceb3d6d6b1a15665d1767c,university of alabama says campus is ready for gop,0
en_dcee314255cf4d6cb5648cfe6c352493,norad regrets to announce that santa was shot down by the iron dome,1
en_1419dd9b59277f1a6bd85b6aff85e4b5,what do you expect from people who use children as human shields for their propaganda,1
en_2a49b9ed28746a962a36d5d2098a9b88,this is what denazification looks like,1
en_8a1364327af033690b18da47fda65de8,another paper ballot election in pivotal swing states,0
en_0e019c3b172042c2247f2fe7969d159b,youre defending propaganda with another russian propaganda bravo,1
en_c393affcda2004cb5b56c87e90ca502b,it follows decades of dehumanising of palestinians by israelis and their governments institutionalised racism in an apartheid state that has enabled todays ethnic cleansing and genocide,1
en_be892c07d685d2729a818f8bb198aa6e,theyre not taking down the iron dome ffs people,0
en_a8edafd9ef28b54d05b7ac19b69d51a3,when even chip roy thinks that the gop has gone too far thats a sign that the gop is in freefall,0
en_f8fa9d01320507f0fd939a07c5ec9728,why doesnt cnn boycott this fascist regime stand with associated press cnn is run owned by greedy fools,1
en_1d9699487ebdef6f80f1587de026c5d0,years later zeev jabotinskys hawkish zionism,0
en_c6f204058874685925225cf08caec5b9,so far today wall street seems to be reacting favorably to the absence of an insurrection insurrectionsversary,0
en_b2fc1b3639fb7c4d78cad624ad409e94,im not sure joe biden remembers what he did in office,1
en_7f9ad48e7c7e06df9fb1364e7b63f672,dover democrats to host michelle barack,0
en_f96c45302f5ea14fe82803f24c42c1d5,are you or are you not an enemy of the people,1
en_c78ca0e77857ebb6968e9b8d77563297,lets do a recount those razorthin margins in swing states need some verification,0
en_be1bf299578e8d52c224f24c55e10c97,doston family expresses anger calls for police reform,0
en_230b6ceed2b69494334e19d9a1acbaca,the uncomfortable truth is that this is the real justification for the second amendment,0
en_4c6406de7d07725e32413ea4c76e1c25,a disturbing amount of democrats young people want,0
en_17050f83e954cccf2e776a62a9aafc1b,the election of presidentelect trump is not the end of populism it signifies rightwing populism,1
en_ab7400bdc3a74f14e11f3f3fa4bcb9a8,new hampshire has a chance to reject trumpismvalley,0
en_1bcdf7863492396186255bebf2f591aa,iran also to blame for hamas attacks says inside,0
en_00c4fb0eff0c8213ed01165380747c7b,socialist valentines oc kookoo socialism socialist politics leftist valentines art drawing furry deer rose red candle suit punk gay artist romantic,1
en_3ed8259f586ae27d1fb80bfbcb8cebe4,ecps book review by bulent kenes the resilience of multiculturalism ideas politics and practice the volume edited by thomas sealy varun uberoi nasar meer celebrates tariq modoods transformative ideas on diversity inclusion read here,0
en_ba3420871f1d9f55c1ee48381744ed6a,not when it comes to the radical left,1
en_54d8ee27d2e0369a3d750a074824e166,iof soldiers were wounded after palestinians threw an ied at their jeep in the west bank,0
en_3174e201380af8a11520a77c343ed2f9,hobbs rejects republicans request to extend bar hours,0
en_6889b91ab4ed64061282abb63c88f2a7,dem bill would hold west bank settlers accountable for violence newsletters mondoweiss nettlcleyj ij,0
en_94c6f6424202fe1950eae68fafce1a15,boebert touts work to gop voters in sw colorado,0
en_899931e9b48197c2afd39bf761a2891f,should the electoral college be eliminated,0
en_77d0758d4fcb574fc66bdbcd796a9d82,highly recommend checking with kamala harris to see if shed like to host the eagles for dinner shes a damn good cook,0
en_e77fbd6056cabea7a1753aed2138141c,imperialism is bad war is bad goodnight,0
en_92b1570051d0a3052321c7b7ab2fabc2,dear gov newsome please can we cut off all monies sent to the government and all red states,1
en_aaecdb746e9e7102c1d626a4ef5cba15,who are you and what is trumpism,0
en_4fd621ca00199d8b4ccfed404388699b,it is the fault of hamas all death is on them they use kids as human shields they hide bombs and missiles in hospitals and under kids beds they are monsters,1
en_047cb504c12be3c5ad47d89b457bce9a,when the election of the head of state relies on winning swing states can we call it a democracy,1
en_780f4089db03fbfb688337f4760488fe,the first few weeks of have felt distinctly dystopian and thats even if you account for the ever present background uneasiness of climate change the rise of far right populism and anything trump says lets commiserate and hope together,1
en_7c8dcafa731e42f98f182309b0ceaf22,do you realise what you just did you enabled the use of human shields,1
en_2e34309a61edbef4dc5bff7d34183e35,now can we fuck around and free palestine too just add it to the docket,1
en_8b9aafff8779e6c5e2e84a418eee98f6,the south koreans know how to take care of business when the president is accused of insurrection hes arrested no committees that investigate no congressional bs arrested,1
en_9bf2087a9a8834eef1fb41aac03ad116,i am truly saddened and concerned for the officers who testified about the beatings they sustained during the j insurrection please pray for them,0
en_65daef62e35083f002d7eb2475777744,german romeike family faces deportation in tennessee,0
en_a655418576e16a9ffc4f31a765fb091c,having proper border security is not extreme,0
en_e635bb7c1cfdf866cd928cf2e2a896fe,saved ukraine for nato expansion you mean right,0
en_738a7b69412a0c48b677bce5660b5223,what a snowflake at least this means we wont have to hear him whine the next four years about his crowd size,1
en_e58bab99446fc8fcc79d61dc8967ad9e,the only way to get different ethnicities and races to truly see each other as the national identity is for the primary group to either subjugate the smaller groups alternatively the creation of a culture that unites these races and ethnicities into one group much like what america tries to,1
